bank,sub,resource,voice_scene,message_id,scene,scene_line,speaker,context,confidence,evidence,notes
1498,11,1229,170,12,1,12,Walther,,confirmed,scene voice_scene/voice_slot,
1499,0,1239,180,33,1,1,Alicia,,confirmed,scene voice_scene/voice_slot,
1499,1,1239,180,1,1,2,Rufus,,confirmed,scene voice_scene/voice_slot,
1499,2,1239,180,37,1,3,Dylan,,confirmed,scene voice_scene/voice_slot,
1499,3,1239,180,2,1,4,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,4,1239,180,3,1,5,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,5,1239,180,41,1,6,Alicia,,confirmed,scene voice_scene/voice_slot,
1499,6,1239,180,42,1,7,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,7,1239,180,38,1,8,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,8,1239,180,4,1,9,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,9,1239,180,5,1,10,Alicia,,confirmed,scene voice_scene/voice_slot,
1499,10,1239,180,6,1,11,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,11,1239,180,7,1,12,Alicia,,confirmed,scene voice_scene/voice_slot,
1499,12,1239,180,8,1,13,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,13,1239,180,9,1,14,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,14,1239,180,34,1,15,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,15,1239,180,11,1,16,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,16,1239,180,12,1,17,Silmeria,,confirmed,scene voice_scene/voice_slot,
1499,17,1239,180,13,1,18,Silmeria,,confirmed,scene voice_scene/voice_slot,
1499,18,1239,180,14,1,19,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,19,1239,180,15,1,20,Rufus,,confirmed,scene voice_scene/voice_slot,
1499,20,1239,180,16,1,21,Silmeria,,confirmed,scene voice_scene/voice_slot,
1499,21,1239,180,17,1,22,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,22,1239,180,18,1,23,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,23,1239,180,19,1,24,Silmeria,,confirmed,scene voice_scene/voice_slot,
1499,24,1239,180,20,1,25,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,25,1239,180,25,1,26,Silmeria,,confirmed,scene voice_scene/voice_slot,
1499,26,1239,180,26,1,27,Silmeria,,confirmed,scene voice_scene/voice_slot,
1499,27,1239,180,27,1,28,Dylan,,confirmed,scene voice_scene/voice_slot,
1499,28,1239,180,28,1,29,Silmeria,,confirmed,scene voice_scene/voice_slot,
1499,29,1239,180,29,1,30,Silmeria,,confirmed,scene voice_scene/voice_slot,
1499,30,1239,180,30,1,31,Silmeria,,confirmed,scene voice_scene/voice_slot,
1499,31,1239,180,39,1,32,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,32,1239,180,21,1,33,Dylan,,confirmed,scene voice_scene/voice_slot,
1499,33,1239,180,22,1,34,Rufus,,confirmed,scene voice_scene/voice_slot,
1499,34,1239,180,36,1,35,Silmeria,,confirmed,scene voice_scene/voice_slot,
1499,35,1239,180,35,1,36,Silmeria,,confirmed,scene voice_scene/voice_slot,
1499,36,1239,180,23,1,37,Rufus,,confirmed,scene voice_scene/voice_slot,
1499,37,1239,180,40,1,38,Alicia,,confirmed,scene voice_scene/voice_slot,
1499,38,1239,180,24,1,39,Lezard,,confirmed,scene voice_scene/voice_slot,
1499,39,1239,180,32,1,40,Rufus,,confirmed,scene voice_scene/voice_slot,
1499,40,1239,180,31,1,41,Lezard,,confirmed,scene voice_scene/voice_slot,
1500,0,1213,200,25,1,1,Lezard,,confirmed,scene voice_scene/voice_slot,
1500,1,1213,200,1,1,2,Dylan,,confirmed,scene voice_scene/voice_slot,
1500,2,1213,200,2,1,3,Lezard,,confirmed,scene voice_scene/voice_slot,
1500,3,1213,200,3,1,4,Lezard,,confirmed,scene voice_scene/voice_slot,
1500,4,1213,200,4,1,5,Dylan,,confirmed,scene voice_scene/voice_slot,
1500,5,1213,200,5,1,6,Alicia,,confirmed,scene voice_scene/voice_slot,
1500,6,1213,200,6,1,7,Lezard,,confirmed,scene voice_scene/voice_slot,
1500,7,1213,200,26,1,8,Alicia,,confirmed,scene voice_scene/voice_slot,
1500,8,1213,200,7,1,9,Alicia,,confirmed,scene voice_scene/voice_slot,
1500,9,1213,200,27,1,10,Alicia,,confirmed,scene voice_scene/voice_slot,
1500,10,1213,200,23,1,11,Lezard,,confirmed,scene voice_scene/voice_slot,
1500,11,1213,200,22,1,12,Lezard,,confirmed,scene voice_scene/voice_slot,
1500,12,1213,200,8,1,13,Rufus,,confirmed,scene voice_scene/voice_slot,
1500,13,1213,200,24,1,14,Lezard,,confirmed,scene voice_scene/voice_slot,
1500,14,1213,200,9,1,15,Rufus,,confirmed,scene voice_scene/voice_slot,
1500,15,1213,200,10,1,16,Silmeria,,confirmed,scene voice_scene/voice_slot,
1500,16,1213,200,11,1,17,Lezard,,confirmed,scene voice_scene/voice_slot,
1500,17,1213,200,12,1,18,Silmeria,,confirmed,scene voice_scene/voice_slot,
1500,18,1213,200,13,1,19,Silmeria,,confirmed,scene voice_scene/voice_slot,
1500,19,1213,200,14,1,20,Lezard,,confirmed,scene voice_scene/voice_slot,
1500,20,1213,200,15,1,21,Lezard,,confirmed,scene voice_scene/voice_slot,
1500,21,1213,200,16,1,22,Lezard,,confirmed,scene voice_scene/voice_slot,
1500,22,1213,200,17,1,23,Dylan,,confirmed,scene voice_scene/voice_slot,
1500,23,1213,200,18,1,24,Rufus,,confirmed,scene voice_scene/voice_slot,
1500,24,1213,200,19,1,25,Silmeria,,confirmed,scene voice_scene/voice_slot,
1500,25,1213,200,20,1,26,Lezard,,confirmed,scene voice_scene/voice_slot,
1500,26,1213,200,21,1,27,Lezard,,confirmed,scene voice_scene/voice_slot,
1501,0,1243,210,15,1,1,Rufus,,confirmed,scene voice_scene/voice_slot,
1501,1,1243,210,1,1,2,Lezard,,confirmed,scene voice_scene/voice_slot,
1501,2,1243,210,19,1,3,Rufus,,confirmed,scene voice_scene/voice_slot,
1501,3,1243,210,2,1,4,Lezard,,confirmed,scene voice_scene/voice_slot,
1501,4,1243,210,18,1,5,Lezard,,confirmed,scene voice_scene/voice_slot,
1501,5,1243,210,24,1,6,Rufus,,confirmed,scene voice_scene/voice_slot,
1501,6,1243,210,4,1,7,Lezard,,confirmed,scene voice_scene/voice_slot,
1501,7,1243,210,5,1,8,Silmeria,,confirmed,scene voice_scene/voice_slot,
1501,8,1243,210,21,1,9,Rufus,,confirmed,scene voice_scene/voice_slot,
1501,9,1243,210,6,1,10,Lezard,,confirmed,scene voice_scene/voice_slot,
1501,10,1243,210,7,1,11,Rufus,,confirmed,scene voice_scene/voice_slot,
1501,11,1243,210,16,1,12,Silmeria,,confirmed,scene voice_scene/voice_slot,
1501,12,1243,210,22,1,13,Silmeria,,confirmed,scene voice_scene/voice_slot,
1501,13,1243,210,8,1,14,Rufus,,confirmed,scene voice_scene/voice_slot,
1501,14,1243,210,20,1,15,Silmeria,,confirmed,scene voice_scene/voice_slot,
1501,15,1243,210,11,1,16,Alicia,,confirmed,scene voice_scene/voice_slot,
1501,16,1243,210,9,1,17,Silmeria,,confirmed,scene voice_scene/voice_slot,
1501,17,1243,210,10,1,18,Alicia,,confirmed,scene voice_scene/voice_slot,
1501,18,1243,210,23,1,19,Dylan,,confirmed,scene voice_scene/voice_slot,
1501,19,1243,210,12,1,20,Alicia,,confirmed,scene voice_scene/voice_slot,
1501,20,1243,210,13,1,21,Alicia,,confirmed,scene voice_scene/voice_slot,
1502,0,1245,220,30,1,1,Rufus,,confirmed,scene voice_scene/voice_slot,
1502,1,1245,220,1,1,2,Rufus,,confirmed,scene voice_scene/voice_slot,
1502,2,1245,220,2,1,3,Lezard,,confirmed,scene voice_scene/voice_slot,
1502,3,1245,220,3,1,4,Lezard,,confirmed,scene voice_scene/voice_slot,
1502,4,1245,220,4,1,5,Lezard,,confirmed,scene voice_scene/voice_slot,
1502,5,1245,220,5,1,6,Alicia,,confirmed,scene voice_scene/voice_slot,
1502,6,1245,220,6,1,7,Lezard,,confirmed,scene voice_scene/voice_slot,
1502,7,1245,220,31,1,8,Lezard,,confirmed,scene voice_scene/voice_slot,
1502,8,1245,220,7,1,9,Lezard,,confirmed,scene voice_scene/voice_slot,
1502,9,1245,220,8,1,10,Arngrim,,confirmed,scene voice_scene/voice_slot,
1502,10,1245,220,9,1,11,Dylan,,confirmed,scene voice_scene/voice_slot,
1502,11,1245,220,10,1,12,Arngrim,,confirmed,scene voice_scene/voice_slot,
1502,12,1245,220,11,1,13,Arngrim,,confirmed,scene voice_scene/voice_slot,
1502,13,1245,220,12,1,14,Leone,,confirmed,scene voice_scene/voice_slot,
1502,14,1245,220,32,1,15,Leone,,confirmed,scene voice_scene/voice_slot,
1502,15,1245,220,13,1,16,Arngrim,,confirmed,scene voice_scene/voice_slot,
1502,16,1245,220,14,1,17,Dylan,,confirmed,scene voice_scene/voice_slot,
1502,17,1245,220,15,1,18,Arngrim,,confirmed,scene voice_scene/voice_slot,
1502,18,1245,220,16,1,19,Dylan,,confirmed,scene voice_scene/voice_slot,
1502,19,1245,220,17,1,20,Dylan,,confirmed,scene voice_scene/voice_slot,
1502,20,1245,220,18,1,21,Leone,,confirmed,scene voice_scene/voice_slot,
1502,21,1245,220,33,1,22,Leone,,confirmed,scene voice_scene/voice_slot,
1502,22,1245,220,19,1,23,Leone,,confirmed,scene voice_scene/voice_slot,
1502,23,1245,220,20,1,24,Leone,,confirmed,scene voice_scene/voice_slot,
1502,24,1245,220,21,1,25,Leone,,confirmed,scene voice_scene/voice_slot,
1502,25,1245,220,22,1,26,Arngrim,,confirmed,scene voice_scene/voice_slot,
1502,26,1245,220,34,1,27,Dylan,,confirmed,scene voice_scene/voice_slot,
1502,27,1245,220,24,1,28,Alicia,,confirmed,scene voice_scene/voice_slot,
1502,28,1245,220,25,1,29,Alicia,,confirmed,scene voice_scene/voice_slot,
1502,29,1245,220,26,1,30,Dylan,,confirmed,scene voice_scene/voice_slot,
1502,30,1245,220,27,1,31,Rufus,,confirmed,scene voice_scene/voice_slot,
1502,31,1245,220,28,1,32,Dylan,,confirmed,scene voice_scene/voice_slot,
1502,32,1245,220,35,1,33,Rufus,,confirmed,scene voice_scene/voice_slot,
1503,0,1247,230,,,,,,unmapped,,no subtitle record
1503,1,1247,230,32,1,1,Dylan,,confirmed,scene voice_scene/voice_slot,
1503,2,1247,230,3,1,2,Rufus,,confirmed,scene voice_scene/voice_slot,
1503,3,1247,230,38,1,3,Rufus,,confirmed,scene voice_scene/voice_slot,
1503,4,1247,230,5,2,1,Lezard,,confirmed,scene voice_scene/voice_slot,
1503,5,1247,230,6,2,2,Leone,,confirmed,scene voice_scene/voice_slot,
1503,6,1247,230,7,2,3,Arngrim,,confirmed,scene voice_scene/voice_slot,
1503,7,1247,230,8,2,4,Dylan,,confirmed,scene voice_scene/voice_slot,
1503,8,1247,230,9,2,5,Alicia,,confirmed,scene voice_scene/voice_slot,
1503,9,1247,230,10,2,6,Alicia,,confirmed,scene voice_scene/voice_slot,
1503,10,1247,230,11,2,7,Lezard,,confirmed,scene voice_scene/voice_slot,
1503,11,1247,230,12,2,8,Lezard,,confirmed,scene voice_scene/voice_slot,
1503,12,1247,230,13,2,9,Silmeria,,confirmed,scene voice_scene/voice_slot,
1503,13,1247,230,14,2,10,Rufus,,confirmed,scene voice_scene/voice_slot,
1503,14,1247,230,33,2,11,Leone,,confirmed,scene voice_scene/voice_slot,
1503,15,1247,230,16,2,12,Leone,,confirmed,scene voice_scene/voice_slot,
1503,16,1247,230,17,2,13,Silmeria,,confirmed,scene voice_scene/voice_slot,
1503,17,1247,230,18,2,14,Arngrim,,confirmed,scene voice_scene/voice_slot,
1503,18,1247,230,19,2,15,Leone,,confirmed,scene voice_scene/voice_slot,
1503,19,1247,230,20,2,16,Leone,,confirmed,scene voice_scene/voice_slot,
1503,20,1247,230,34,2,17,Silmeria,,confirmed,scene voice_scene/voice_slot,
1503,21,1247,230,35,2,18,Arngrim,,confirmed,scene voice_scene/voice_slot,
1503,22,1247,230,22,2,19,Silmeria,,confirmed,scene voice_scene/voice_slot,
1503,23,1247,230,23,2,20,Silmeria,,confirmed,scene voice_scene/voice_slot,
1503,24,1247,230,36,2,21,Leone,,confirmed,scene voice_scene/voice_slot,
1503,25,1247,230,30,2,22,Leone,,confirmed,scene voice_scene/voice_slot,
1503,26,1247,230,37,2,23,Silmeria,,confirmed,scene voice_scene/voice_slot,
1503,27,1247,230,25,2,24,Leone,,confirmed,scene voice_scene/voice_slot,
1503,28,1247,230,26,2,25,Leone,,confirmed,scene voice_scene/voice_slot,
1503,29,1247,230,27,2,26,Rufus,,confirmed,scene voice_scene/voice_slot,
1503,30,1247,230,28,2,27,Silmeria,,confirmed,scene voice_scene/voice_slot,
1503,31,1247,230,29,2,28,Alicia,,confirmed,scene voice_scene/voice_slot,
1504,0,1243,240,2654,2,1,Rufus,,confirmed,scene voice_scene/voice_slot,
1504,1,1243,240,2655,2,2,Arngrim,,confirmed,scene voice_scene/voice_slot,
1504,2,1243,240,2656,2,3,Dylan,,confirmed,scene voice_scene/voice_slot,
1504,3,1243,240,2657,2,4,Arngrim,,confirmed,scene voice_scene/voice_slot,
1504,4,1243,240,2658,2,5,Leone,,confirmed,scene voice_scene/voice_slot,
1504,5,1243,240,2683,2,6,Leone,,confirmed,scene voice_scene/voice_slot,
1504,6,1243,240,2677,2,7,Leone,,confirmed,scene voice_scene/voice_slot,
1504,7,1243,240,2659,2,8,Leone,,confirmed,scene voice_scene/voice_slot,
1504,8,1243,240,2678,2,9,Arngrim,,confirmed,scene voice_scene/voice_slot,
1504,9,1243,240,2686,2,10,Leone,,confirmed,scene voice_scene/voice_slot,
1504,10,1243,240,2682,2,11,Arngrim,,confirmed,scene voice_scene/voice_slot,
1504,11,1243,240,2662,2,12,Leone,,confirmed,scene voice_scene/voice_slot,
1504,12,1243,240,2663,2,13,Lezard,,confirmed,scene voice_scene/voice_slot,
1504,13,1243,240,2664,2,14,Leone,,confirmed,scene voice_scene/voice_slot,
1504,14,1243,240,2665,2,15,Alicia,,confirmed,scene voice_scene/voice_slot,
1504,15,1243,240,2666,2,16,Leone,,confirmed,scene voice_scene/voice_slot,
1504,16,1243,240,2667,2,17,Leone,,confirmed,scene voice_scene/voice_slot,
1504,17,1243,240,2668,2,18,Leone,,confirmed,scene voice_scene/voice_slot,
1504,18,1243,240,2669,2,19,Silmeria,,confirmed,scene voice_scene/voice_slot,
1504,19,1243,240,2670,2,20,Leone,,confirmed,scene voice_scene/voice_slot,
1504,20,1243,240,2679,2,21,Arngrim,,confirmed,scene voice_scene/voice_slot,
1504,21,1243,240,2685,2,22,Silmeria,,confirmed,scene voice_scene/voice_slot,
1504,22,1243,240,2671,2,23,Silmeria,,confirmed,scene voice_scene/voice_slot,
1504,23,1243,240,2672,2,24,Rufus,,confirmed,scene voice_scene/voice_slot,
1504,24,1243,240,2673,2,25,Leone,,confirmed,scene voice_scene/voice_slot,
1504,25,1243,240,2674,2,26,Rufus,,confirmed,scene voice_scene/voice_slot,
1504,26,1243,240,2675,2,27,Dylan,,confirmed,scene voice_scene/voice_slot,
1504,27,1243,240,2680,2,28,Dylan,,confirmed,scene voice_scene/voice_slot,
1504,28,1243,240,2676,2,29,Arngrim,,confirmed,scene voice_scene/voice_slot,
1504,29,1243,240,2681,2,30,Silmeria,,confirmed,scene voice_scene/voice_slot,
1505,0,1253,250,17,1,1,Leone,,confirmed,scene voice_scene/voice_slot,
1505,1,1253,250,1,1,2,Alicia,,confirmed,scene voice_scene/voice_slot,
1505,2,1253,250,18,1,3,Leone,,confirmed,scene voice_scene/voice_slot,
1505,3,1253,250,19,1,4,Alicia,,confirmed,scene voice_scene/voice_slot,
1505,4,1253,250,2,1,5,Alicia,,confirmed,scene voice_scene/voice_slot,
1505,5,1253,250,3,1,6,Arngrim,,confirmed,scene voice_scene/voice_slot,
1505,6,1253,250,4,1,7,Alicia,,confirmed,scene voice_scene/voice_slot,
1505,7,1253,250,5,1,8,Leone,,confirmed,scene voice_scene/voice_slot,
1505,8,1253,250,20,1,9,Alicia,,confirmed,scene voice_scene/voice_slot,
1505,9,1253,250,6,1,10,Alicia,,confirmed,scene voice_scene/voice_slot,
1505,10,1253,250,7,1,11,Arngrim,,confirmed,scene voice_scene/voice_slot,
1505,11,1253,250,8,1,12,Rufus,,confirmed,scene voice_scene/voice_slot,
1505,12,1253,250,9,1,13,Arngrim,,confirmed,scene voice_scene/voice_slot,
1505,13,1253,250,10,1,14,Rufus,,confirmed,scene voice_scene/voice_slot,
1505,14,1253,250,11,1,15,Rufus,,confirmed,scene voice_scene/voice_slot,
1505,15,1253,250,21,1,16,Arngrim,,confirmed,scene voice_scene/voice_slot,
1505,16,1253,250,13,1,17,Dylan,,confirmed,scene voice_scene/voice_slot,
1505,17,1253,250,14,1,18,Leone,,confirmed,scene voice_scene/voice_slot,
1505,18,1253,250,22,1,19,Leone,,confirmed,scene voice_scene/voice_slot,
1505,19,1253,250,16,1,20,Leone,,confirmed,scene voice_scene/voice_slot,
1506,0,1255,260,36,1,1,Rufus,,confirmed,scene voice_scene/voice_slot,
1506,1,1255,260,2,1,2,Alicia,,confirmed,scene voice_scene/voice_slot,
1506,2,1255,260,3,1,3,Silmeria,,confirmed,scene voice_scene/voice_slot,
1506,3,1255,260,4,1,4,Dylan,,confirmed,scene voice_scene/voice_slot,
1506,4,1255,260,5,1,5,Lezard,,confirmed,scene voice_scene/voice_slot,
1506,5,1255,260,33,1,6,Rufus,,confirmed,scene voice_scene/voice_slot,
1506,6,1255,260,24,1,7,Rufus,,confirmed,scene voice_scene/voice_slot,
1506,7,1255,260,6,1,8,Lezard,,confirmed,scene voice_scene/voice_slot,
1506,8,1255,260,35,1,9,Rufus,,confirmed,scene voice_scene/voice_slot,
1506,9,1255,260,7,1,10,Rufus,,confirmed,scene voice_scene/voice_slot,
1506,10,1255,260,34,1,11,Alicia,,confirmed,scene voice_scene/voice_slot,
1506,11,1255,260,28,1,12,Rufus,,confirmed,scene voice_scene/voice_slot,
1506,12,1255,260,9,1,13,Rufus,,confirmed,scene voice_scene/voice_slot,
1506,13,1255,260,10,1,14,Dylan,,confirmed,scene voice_scene/voice_slot,
1506,14,1255,260,11,1,15,Rufus,,confirmed,scene voice_scene/voice_slot,
1506,15,1255,260,12,1,16,Rufus,,confirmed,scene voice_scene/voice_slot,
1506,16,1255,260,13,1,17,Silmeria,,confirmed,scene voice_scene/voice_slot,
1506,17,1255,260,14,1,18,Dylan,,confirmed,scene voice_scene/voice_slot,
1506,18,1255,260,15,1,19,Silmeria,,confirmed,scene voice_scene/voice_slot,
1506,19,1255,260,29,1,20,Silmeria,,confirmed,scene voice_scene/voice_slot,
1506,20,1255,260,17,1,21,Rufus,,confirmed,scene voice_scene/voice_slot,
1506,21,1255,260,30,1,22,Rufus,,confirmed,scene voice_scene/voice_slot,
1506,22,1255,260,18,1,23,Rufus,,confirmed,scene voice_scene/voice_slot,
1506,23,1255,260,19,1,24,Rufus,,confirmed,scene voice_scene/voice_slot,
1506,24,1255,260,20,1,25,Dylan,,confirmed,scene voice_scene/voice_slot,
1506,25,1255,260,21,1,26,Dylan,,confirmed,scene voice_scene/voice_slot,
1506,26,1255,260,22,1,27,Lezard,,confirmed,scene voice_scene/voice_slot,
1506,27,1255,260,23,1,28,Rufus,,confirmed,scene voice_scene/voice_slot,
1506,28,1255,260,31,1,29,Silmeria,,confirmed,scene voice_scene/voice_slot,
1506,29,1255,260,37,1,30,Leone,,confirmed,scene voice_scene/voice_slot,
1507,0,1261,270,1,1,1,Alicia,,confirmed,scene voice_scene/voice_slot,
1507,1,1261,270,3,1,2,Rufus,,confirmed,scene voice_scene/voice_slot,
1507,2,1261,270,2,1,3,Alicia,,confirmed,scene voice_scene/voice_slot,
1507,3,1261,270,10,1,4,Alicia,,confirmed,scene voice_scene/voice_slot,
1507,4,1261,270,19,1,5,Alicia,,confirmed,scene voice_scene/voice_slot,
1507,5,1261,270,9,1,6,Alicia,,confirmed,scene voice_scene/voice_slot,
1507,6,1261,270,11,1,7,Rufus,,confirmed,scene voice_scene/voice_slot,
1507,7,1261,270,12,1,8,Rufus,,confirmed,scene voice_scene/voice_slot,
1507,8,1261,270,4,1,9,Alicia,,confirmed,scene voice_scene/voice_slot,
1507,9,1261,270,13,1,10,Alicia,,confirmed,scene voice_scene/voice_slot,
1507,10,1261,270,5,1,11,Alicia,,confirmed,scene voice_scene/voice_slot,
1507,11,1261,270,6,1,12,Alicia,,confirmed,scene voice_scene/voice_slot,
1507,12,1261,270,7,1,13,Rufus,,confirmed,scene voice_scene/voice_slot,
1507,13,1261,270,15,1,14,Alicia,,confirmed,scene voice_scene/voice_slot,
1507,14,1261,270,14,1,15,Rufus,,confirmed,scene voice_scene/voice_slot,
1507,15,1261,270,8,1,16,Alicia,,confirmed,scene voice_scene/voice_slot,
1507,16,1261,270,16,1,17,Rufus,,confirmed,scene voice_scene/voice_slot,
1507,17,1261,270,18,1,18,Rufus,,confirmed,scene voice_scene/voice_slot,
1508,0,1263,280,10,1,1,Silmeria,,confirmed,scene voice_scene/voice_slot,
1508,1,1263,280,1,1,2,Leone,,confirmed,scene voice_scene/voice_slot,
1508,2,1263,280,2,1,3,Alicia,,confirmed,scene voice_scene/voice_slot,
1508,3,1263,280,14,1,4,Leone,,confirmed,scene voice_scene/voice_slot,
1508,4,1263,280,15,1,5,Leone,,confirmed,scene voice_scene/voice_slot,
1508,5,1263,280,13,1,6,Arngrim,,confirmed,scene voice_scene/voice_slot,
1508,6,1263,280,12,1,7,Arngrim,,confirmed,scene voice_scene/voice_slot,
1508,7,1263,280,4,1,8,Leone,,confirmed,scene voice_scene/voice_slot,
1508,8,1263,280,5,1,9,Leone,,confirmed,scene voice_scene/voice_slot,
1508,9,1263,280,6,1,10,Arngrim,,confirmed,scene voice_scene/voice_slot,
1508,10,1263,280,7,1,11,Alicia,,confirmed,scene voice_scene/voice_slot,
1508,11,1263,280,16,1,12,Leone,,confirmed,scene voice_scene/voice_slot,
1508,12,1263,280,8,1,13,Leone,,confirmed,scene voice_scene/voice_slot,
1508,13,1263,280,18,1,14,Alicia,,confirmed,scene voice_scene/voice_slot,
1508,14,1263,280,9,1,15,Lezard,,confirmed,scene voice_scene/voice_slot,
1508,15,1263,280,17,1,16,Alicia,,confirmed,scene voice_scene/voice_slot,
1509,0,1335,290,1,1,1,Rufus,,confirmed,scene voice_scene/voice_slot,
1509,1,1335,290,47,1,2,Arngrim,,confirmed,scene voice_scene/voice_slot,
1509,2,1335,290,48,1,3,Dylan,,confirmed,scene voice_scene/voice_slot,
1509,3,1335,290,3,1,4,Leone,,confirmed,scene voice_scene/voice_slot,
1509,4,1335,290,19,1,5,Silmeria,,confirmed,scene voice_scene/voice_slot,
1509,5,1335,290,49,1,6,Leone,,confirmed,scene voice_scene/voice_slot,
1509,6,1335,290,5,1,7,Leone,,confirmed,scene voice_scene/voice_slot,
1509,7,1335,290,6,1,8,Silmeria,,confirmed,scene voice_scene/voice_slot,
1509,8,1335,290,7,1,9,Silmeria,,confirmed,scene voice_scene/voice_slot,
1509,9,1335,290,8,1,10,Lezard,,confirmed,scene voice_scene/voice_slot,
1509,10,1335,290,20,1,11,Silmeria,,confirmed,scene voice_scene/voice_slot,
1509,11,1335,290,10,1,12,Silmeria,,confirmed,scene voice_scene/voice_slot,
1509,12,1335,290,11,1,13,Leone,,confirmed,scene voice_scene/voice_slot,
1509,13,1335,290,12,1,14,Silmeria,,confirmed,scene voice_scene/voice_slot,
1509,14,1335,290,13,1,15,Silmeria,,confirmed,scene voice_scene/voice_slot,
1509,15,1335,290,14,1,16,Rufus,,confirmed,scene voice_scene/voice_slot,
1509,16,1335,290,15,1,17,Silmeria,,confirmed,scene voice_scene/voice_slot,
1509,17,1335,290,16,1,18,Leone,,confirmed,scene voice_scene/voice_slot,
1509,18,1335,290,18,1,19,Silmeria,,confirmed,scene voice_scene/voice_slot,
1509,19,1335,290,17,1,20,Silmeria,,confirmed,scene voice_scene/voice_slot,
1509,20,1335,290,21,1,21,Silmeria,,confirmed,scene voice_scene/voice_slot,
1509,21,1335,290,23,1,22,Leone,,confirmed,scene voice_scene/voice_slot,
1509,22,1335,290,25,1,23,Leone,,confirmed,scene voice_scene/voice_slot,
1509,23,1335,290,26,1,24,Alicia,,confirmed,scene voice_scene/voice_slot,
1509,24,1335,290,27,1,25,Leone,,confirmed,scene voice_scene/voice_slot,
1509,25,1335,290,28,1,26,Alicia,,confirmed,scene voice_scene/voice_slot,
1509,26,1335,290,29,1,27,Alicia,,confirmed,scene voice_scene/voice_slot,
1509,27,1335,290,31,1,28,Leone,,confirmed,scene voice_scene/voice_slot,
1509,28,1335,290,33,1,29,Leone,,confirmed,scene voice_scene/voice_slot,
1509,29,1335,290,34,1,30,Alicia,,confirmed,scene voice_scene/voice_slot,
1509,30,1335,290,35,1,31,Alicia,,confirmed,scene voice_scene/voice_slot,
1509,31,1335,290,36,1,32,Leone,,confirmed,scene voice_scene/voice_slot,
1509,32,1335,290,37,1,33,Alicia,,confirmed,scene voice_scene/voice_slot,
1509,33,1335,290,39,1,34,Leone,,confirmed,scene voice_scene/voice_slot,
1509,34,1335,290,40,1,35,Alicia,,confirmed,scene voice_scene/voice_slot,
1509,35,1335,290,42,1,36,Alicia,,confirmed,scene voice_scene/voice_slot,
1509,36,1335,290,43,1,37,Alicia,,confirmed,scene voice_scene/voice_slot,
1509,37,1335,290,44,1,38,Leone,,confirmed,scene voice_scene/voice_slot,
1509,38,1335,290,45,1,39,Leone,,confirmed,scene voice_scene/voice_slot,
1509,39,1335,290,46,1,40,Alicia,,confirmed,scene voice_scene/voice_slot,
1510,0,1335,300,2737,2,1,Arngrim,,confirmed,scene voice_scene/voice_slot,
1510,1,1335,300,2714,2,2,Dylan,,confirmed,scene voice_scene/voice_slot,
1510,2,1335,300,2739,2,3,Dylan,,confirmed,scene voice_scene/voice_slot,
1510,3,1335,300,2734,2,4,Dylan,,confirmed,scene voice_scene/voice_slot,
1510,4,1335,300,2716,2,5,Alicia,,confirmed,scene voice_scene/voice_slot,
1510,5,1335,300,2717,2,6,Rufus,,confirmed,scene voice_scene/voice_slot,
1510,6,1335,300,2735,2,7,Dylan,,confirmed,scene voice_scene/voice_slot,
1510,7,1335,300,2719,2,8,Arngrim,,confirmed,scene voice_scene/voice_slot,
1510,8,1335,300,2720,2,9,Dylan,,confirmed,scene voice_scene/voice_slot,
1510,9,1335,300,2721,2,10,Arngrim,,confirmed,scene voice_scene/voice_slot,
1510,10,1335,300,2722,2,11,Dylan,,confirmed,scene voice_scene/voice_slot,
1510,11,1335,300,2723,2,12,Dylan,,confirmed,scene voice_scene/voice_slot,
1510,12,1335,300,2724,2,13,Dylan,,confirmed,scene voice_scene/voice_slot,
1510,13,1335,300,2738,2,14,Rufus,,confirmed,scene voice_scene/voice_slot,
1510,14,1335,300,2725,2,15,Dylan,,confirmed,scene voice_scene/voice_slot,
1510,15,1335,300,2726,2,16,Arngrim,,confirmed,scene voice_scene/voice_slot,
1510,16,1335,300,2727,2,17,Rufus,,confirmed,scene voice_scene/voice_slot,
1510,17,1335,300,2728,2,18,Rufus,,confirmed,scene voice_scene/voice_slot,
1510,18,1335,300,2736,2,19,Arngrim,,confirmed,scene voice_scene/voice_slot,
1510,19,1335,300,2730,2,20,Dylan,,confirmed,scene voice_scene/voice_slot,
1510,20,1335,300,2731,2,21,Arngrim,,confirmed,scene voice_scene/voice_slot,
